"月份","能源类型","用量","单位","组织","地点","部门","设备","备注"
"2025-03","电力","744","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0735","多记录删除子查询路径验证"
"2025-04","电力","745","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0736","多记录删除子查询路径验证"
"2025-05","电力","746","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0737","多记录删除子查询路径验证"
"2025-06","电力","747","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0738","多记录删除子查询路径验证"
"2025-07","电力","748","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0739","多记录删除子查询路径验证"
"2025-08","电力","749","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0740","多记录删除子查询路径验证"
"2025-09","电力","750","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0741","多记录删除子查询路径验证"
"2025-10","电力","751","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0742","多记录删除子查询路径验证"
"2025-11","电力","752","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0743","多记录删除子查询路径验证"
"2025-12","电力","753","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0744","多记录删除子查询路径验证"
"2025-01","电力","754","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0745","多记录删除子查询路径验证"
"2025-02","电力","755","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0746","多记录删除子查询路径验证"
"2025-03","电力","756","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0747","多记录删除子查询路径验证"
"2025-04","电力","757","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0748","多记录删除子查询路径验证"
"2025-05","电力","758","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0749","多记录删除子查询路径验证"
"2025-06","电力","759","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0750","多记录删除子查询路径验证"
"2025-07","电力","760","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0751","多记录删除子查询路径验证"
"2025-08","电力","761","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0752","多记录删除子查询路径验证"
"2025-09","电力","762","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0753","多记录删除子查询路径验证"
"2025-10","电力","763","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0754","多记录删除子查询路径验证"
"2025-11","电力","764","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0755","多记录删除子查询路径验证"
"2025-12","电力","765","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0756","多记录删除子查询路径验证"
"2025-01","电力","766","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0757","多记录删除子查询路径验证"
"2025-02","电力","767","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0758","多记录删除子查询路径验证"
"2025-03","电力","768","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0759","多记录删除子查询路径验证"
"2025-04","电力","769","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0760","多记录删除子查询路径验证"
"2025-05","电力","770","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0761","多记录删除子查询路径验证"
"2025-06","电力","771","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0762","多记录删除子查询路径验证"
"2025-07","电力","772","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0763","多记录删除子查询路径验证"
"2025-08","电力","773","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0764","多记录删除子查询路径验证"
"2025-09","电力","774","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0765","多记录删除子查询路径验证"
"2025-10","电力","775","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0766","多记录删除子查询路径验证"
"2025-11","电力","776","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0767","多记录删除子查询路径验证"
"2025-12","电力","777","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0768","多记录删除子查询路径验证"
"2025-01","电力","778","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0769","多记录删除子查询路径验证"
"2025-02","电力","779","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0770","多记录删除子查询路径验证"
"2025-03","电力","780","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0771","多记录删除子查询路径验证"
"2025-04","电力","781","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0772","多记录删除子查询路径验证"
"2025-05","电力","782","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0773","多记录删除子查询路径验证"
"2025-06","电力","783","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0774","多记录删除子查询路径验证"
"2025-07","电力","784","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0775","多记录删除子查询路径验证"
"2025-08","电力","785","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0776","多记录删除子查询路径验证"
"2025-09","电力","786","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0777","多记录删除子查询路径验证"
"2025-10","电力","787","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0778","多记录删除子查询路径验证"
"2025-11","电力","788","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0779","多记录删除子查询路径验证"
"2025-12","电力","789","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0780","多记录删除子查询路径验证"
"2025-01","电力","790","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0781","多记录删除子查询路径验证"
"2025-02","电力","791","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0782","多记录删除子查询路径验证"
"2025-03","电力","792","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0783","多记录删除子查询路径验证"
"2025-04","电力","793","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0784","多记录删除子查询路径验证"
"2025-05","电力","794","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0785","多记录删除子查询路径验证"
"2025-06","电力","795","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0786","多记录删除子查询路径验证"
"2025-07","电力","796","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0787","多记录删除子查询路径验证"
"2025-08","电力","797","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0788","多记录删除子查询路径验证"
"2025-09","电力","798","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0789","多记录删除子查询路径验证"
"2025-10","电力","799","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0790","多记录删除子查询路径验证"
"2025-11","电力","800","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0791","多记录删除子查询路径验证"
"2025-12","电力","801","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0792","多记录删除子查询路径验证"
"2025-01","电力","802","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0793","多记录删除子查询路径验证"
"2025-02","电力","803","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0794","多记录删除子查询路径验证"
"2025-03","电力","804","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0795","多记录删除子查询路径验证"
"2025-04","电力","805","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0796","多记录删除子查询路径验证"
"2025-05","电力","806","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0797","多记录删除子查询路径验证"
"2025-06","电力","807","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0798","多记录删除子查询路径验证"
"2025-07","电力","808","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0799","多记录删除子查询路径验证"
"2025-08","电力","809","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0800","多记录删除子查询路径验证"
"2025-09","电力","810","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0801","多记录删除子查询路径验证"
"2025-10","电力","811","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0802","多记录删除子查询路径验证"
"2025-11","电力","812","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0803","多记录删除子查询路径验证"
"2025-12","电力","813","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0804","多记录删除子查询路径验证"
"2025-01","电力","814","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0805","多记录删除子查询路径验证"
"2025-02","电力","815","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0806","多记录删除子查询路径验证"
"2025-03","电力","816","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0807","多记录删除子查询路径验证"
"2025-04","电力","817","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0808","多记录删除子查询路径验证"
"2025-05","电力","818","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0809","多记录删除子查询路径验证"
"2025-06","电力","819","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0810","多记录删除子查询路径验证"
"2025-07","电力","820","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0811","多记录删除子查询路径验证"
"2025-08","电力","821","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0812","多记录删除子查询路径验证"
"2025-09","电力","822","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0813","多记录删除子查询路径验证"
"2025-10","电力","823","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0814","多记录删除子查询路径验证"
"2025-11","电力","824","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0815","多记录删除子查询路径验证"
"2025-12","电力","825","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0816","多记录删除子查询路径验证"
"2025-01","电力","826","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0817","多记录删除子查询路径验证"
"2025-02","电力","827","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0818","多记录删除子查询路径验证"
"2025-03","电力","828","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0819","多记录删除子查询路径验证"
"2025-04","电力","829","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0820","多记录删除子查询路径验证"
"2025-05","电力","830","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0821","多记录删除子查询路径验证"
"2025-06","电力","831","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0822","多记录删除子查询路径验证"
"2025-07","电力","832","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0823","多记录删除子查询路径验证"
"2025-08","电力","833","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0824","多记录删除子查询路径验证"
"2025-09","电力","834","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0825","多记录删除子查询路径验证"
"2025-10","电力","835","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0826","多记录删除子查询路径验证"
"2025-11","电力","836","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0827","多记录删除子查询路径验证"
"2025-12","电力","837","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0828","多记录删除子查询路径验证"
"2025-01","电力","838","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0829","多记录删除子查询路径验证"
"2025-02","电力","839","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0830","多记录删除子查询路径验证"
"2025-03","电力","840","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0831","多记录删除子查询路径验证"
"2025-04","电力","841","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0832","多记录删除子查询路径验证"
"2025-05","电力","842","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0833","多记录删除子查询路径验证"
"2025-06","电力","843","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0834","多记录删除子查询路径验证"
"2025-07","电力","844","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0835","多记录删除子查询路径验证"
"2025-08","电力","845","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0836","多记录删除子查询路径验证"
"2025-09","电力","846","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0837","多记录删除子查询路径验证"
"2025-10","电力","847","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0838","多记录删除子查询路径验证"
"2025-11","电力","848","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0839","多记录删除子查询路径验证"
"2025-12","电力","849","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0840","多记录删除子查询路径验证"
"2025-01","电力","850","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0841","多记录删除子查询路径验证"
"2025-02","电力","851","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0842","多记录删除子查询路径验证"
"2025-03","电力","852","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0843","多记录删除子查询路径验证"
"2025-04","电力","853","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0844","多记录删除子查询路径验证"
"2025-05","电力","854","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0845","多记录删除子查询路径验证"
"2025-06","电力","855","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0846","多记录删除子查询路径验证"
"2025-07","电力","856","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0847","多记录删除子查询路径验证"
"2025-08","电力","857","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0848","多记录删除子查询路径验证"
"2025-09","电力","858","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0849","多记录删除子查询路径验证"
"2025-10","电力","859","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0850","多记录删除子查询路径验证"
"2025-11","电力","860","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0851","多记录删除子查询路径验证"
"2025-12","电力","861","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0852","多记录删除子查询路径验证"
"2025-01","电力","862","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0853","多记录删除子查询路径验证"
"2025-02","电力","863","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0854","多记录删除子查询路径验证"
"2025-03","电力","864","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0855","多记录删除子查询路径验证"
"2025-04","电力","865","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0856","多记录删除子查询路径验证"
"2025-05","电力","866","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0857","多记录删除子查询路径验证"
"2025-06","电力","867","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0858","多记录删除子查询路径验证"
"2025-07","电力","868","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0859","多记录删除子查询路径验证"
"2025-08","电力","869","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0860","多记录删除子查询路径验证"
"2025-09","电力","870","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0861","多记录删除子查询路径验证"
"2025-10","电力","871","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0862","多记录删除子查询路径验证"
"2025-11","电力","872","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0863","多记录删除子查询路径验证"
"2025-12","电力","873","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0864","多记录删除子查询路径验证"
"2025-01","电力","874","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0865","多记录删除子查询路径验证"
"2025-02","电力","875","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0866","多记录删除子查询路径验证"
"2025-03","电力","876","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0867","多记录删除子查询路径验证"
"2025-04","电力","877","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0868","多记录删除子查询路径验证"
"2025-05","电力","878","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0869","多记录删除子查询路径验证"
"2025-06","电力","879","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0870","多记录删除子查询路径验证"
"2025-07","电力","880","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0871","多记录删除子查询路径验证"
"2025-08","电力","881","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0872","多记录删除子查询路径验证"
"2025-09","电力","882","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0873","多记录删除子查询路径验证"
"2025-10","电力","883","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0874","多记录删除子查询路径验证"
"2025-11","电力","884","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0875","多记录删除子查询路径验证"
"2025-12","电力","885","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0876","多记录删除子查询路径验证"
"2025-01","电力","886","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0877","多记录删除子查询路径验证"
"2025-02","电力","887","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0878","多记录删除子查询路径验证"
"2025-03","电力","888","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0879","多记录删除子查询路径验证"
"2025-04","电力","889","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0880","多记录删除子查询路径验证"
"2025-05","电力","890","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0881","多记录删除子查询路径验证"
"2025-06","电力","891","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0882","多记录删除子查询路径验证"
"2025-07","电力","892","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0883","多记录删除子查询路径验证"
"2025-08","电力","893","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0884","多记录删除子查询路径验证"
"2025-09","电力","894","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0885","多记录删除子查询路径验证"
"2025-10","电力","895","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0886","多记录删除子查询路径验证"
"2025-11","电力","896","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0887","多记录删除子查询路径验证"
"2025-12","电力","897","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0888","多记录删除子查询路径验证"
"2025-01","电力","898","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0889","多记录删除子查询路径验证"
"2025-02","电力","899","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0890","多记录删除子查询路径验证"
"2025-03","电力","900","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0891","多记录删除子查询路径验证"
"2025-04","电力","901","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0892","多记录删除子查询路径验证"
"2025-05","电力","902","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0893","多记录删除子查询路径验证"
"2025-06","电力","903","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0894","多记录删除子查询路径验证"
"2025-07","电力","904","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0895","多记录删除子查询路径验证"
"2025-08","电力","905","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0896","多记录删除子查询路径验证"
"2025-09","电力","906","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0897","多记录删除子查询路径验证"
"2025-10","电力","907","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0898","多记录删除子查询路径验证"
"2025-11","电力","908","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0899","多记录删除子查询路径验证"
"2025-12","电力","909","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0900","多记录删除子查询路径验证"
"2025-01","电力","910","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0901","多记录删除子查询路径验证"
"2025-02","电力","911","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0902","多记录删除子查询路径验证"
"2025-03","电力","912","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0903","多记录删除子查询路径验证"
"2025-04","电力","913","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0904","多记录删除子查询路径验证"
"2025-05","电力","914","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0905","多记录删除子查询路径验证"
"2025-06","电力","915","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0906","多记录删除子查询路径验证"
"2025-07","电力","916","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0907","多记录删除子查询路径验证"
"2025-08","电力","917","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0908","多记录删除子查询路径验证"
"2025-09","电力","918","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0909","多记录删除子查询路径验证"
"2025-10","电力","919","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0910","多记录删除子查询路径验证"
"2025-11","电力","920","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0911","多记录删除子查询路径验证"
"2025-12","电力","921","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0912","多记录删除子查询路径验证"
"2025-01","电力","922","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0913","多记录删除子查询路径验证"
"2025-02","电力","923","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0914","多记录删除子查询路径验证"
"2025-03","电力","924","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0915","多记录删除子查询路径验证"
"2025-04","电力","925","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0916","多记录删除子查询路径验证"
"2025-05","电力","926","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0917","多记录删除子查询路径验证"
"2025-06","电力","927","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0918","多记录删除子查询路径验证"
"2025-07","电力","928","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0919","多记录删除子查询路径验证"
"2025-08","电力","929","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0920","多记录删除子查询路径验证"
"2025-09","电力","930","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0921","多记录删除子查询路径验证"
"2025-10","电力","931","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0922","多记录删除子查询路径验证"
"2025-11","电力","932","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0923","多记录删除子查询路径验证"
"2025-12","电力","933","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0924","多记录删除子查询路径验证"
"2025-01","电力","934","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0925","多记录删除子查询路径验证"
"2025-02","电力","935","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0926","多记录删除子查询路径验证"
"2025-03","电力","936","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0927","多记录删除子查询路径验证"
"2025-04","电力","937","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0928","多记录删除子查询路径验证"
"2025-05","电力","938","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0929","多记录删除子查询路径验证"
"2025-06","电力","939","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0930","多记录删除子查询路径验证"
"2025-07","电力","940","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0931","多记录删除子查询路径验证"
"2025-08","电力","941","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0932","多记录删除子查询路径验证"
"2025-09","电力","942","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0933","多记录删除子查询路径验证"
"2025-10","电力","943","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0934","多记录删除子查询路径验证"
"2025-11","电力","944","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0935","多记录删除子查询路径验证"
"2025-12","电力","945","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0936","多记录删除子查询路径验证"
"2025-01","电力","946","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0937","多记录删除子查询路径验证"
"2025-02","电力","947","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0938","多记录删除子查询路径验证"
"2025-03","电力","948","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0939","多记录删除子查询路径验证"
"2025-04","电力","949","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0940","多记录删除子查询路径验证"
"2025-05","电力","950","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0941","多记录删除子查询路径验证"
"2025-06","电力","951","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0942","多记录删除子查询路径验证"
"2025-07","电力","952","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0943","多记录删除子查询路径验证"
"2025-08","电力","953","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0944","多记录删除子查询路径验证"
"2025-09","电力","954","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0945","多记录删除子查询路径验证"
"2025-10","电力","955","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0946","多记录删除子查询路径验证"
"2025-11","电力","956","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0947","多记录删除子查询路径验证"
"2025-12","电力","957","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0948","多记录删除子查询路径验证"
"2025-01","电力","958","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0949","多记录删除子查询路径验证"
"2025-02","电力","959","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0950","多记录删除子查询路径验证"
"2025-03","电力","960","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0951","多记录删除子查询路径验证"
"2025-04","电力","961","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0952","多记录删除子查询路径验证"
"2025-05","电力","962","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0953","多记录删除子查询路径验证"
"2025-06","电力","963","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0954","多记录删除子查询路径验证"
"2025-07","电力","964","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0955","多记录删除子查询路径验证"
"2025-08","电力","965","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0956","多记录删除子查询路径验证"
"2025-09","电力","966","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0957","多记录删除子查询路径验证"
"2025-10","电力","967","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0958","多记录删除子查询路径验证"
"2025-11","电力","968","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0959","多记录删除子查询路径验证"
"2025-12","电力","969","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0960","多记录删除子查询路径验证"
"2025-01","电力","970","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0961","多记录删除子查询路径验证"
"2025-02","电力","971","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0962","多记录删除子查询路径验证"
"2025-03","电力","972","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0963","多记录删除子查询路径验证"
"2025-04","电力","973","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0964","多记录删除子查询路径验证"
"2025-05","电力","974","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0965","多记录删除子查询路径验证"
"2025-06","电力","975","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0966","多记录删除子查询路径验证"
"2025-07","电力","976","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0967","多记录删除子查询路径验证"
"2025-08","电力","977","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0968","多记录删除子查询路径验证"
"2025-09","电力","978","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0969","多记录删除子查询路径验证"
"2025-10","电力","979","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0970","多记录删除子查询路径验证"
"2025-11","电力","980","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0971","多记录删除子查询路径验证"
"2025-12","电力","981","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0972","多记录删除子查询路径验证"
"2025-01","电力","982","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0973","多记录删除子查询路径验证"
"2025-02","电力","983","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0974","多记录删除子查询路径验证"
"2025-03","电力","984","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0975","多记录删除子查询路径验证"
"2025-04","电力","985","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0976","多记录删除子查询路径验证"
"2025-05","电力","986","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0977","多记录删除子查询路径验证"
"2025-06","电力","987","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0978","多记录删除子查询路径验证"
"2025-07","电力","988","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0979","多记录删除子查询路径验证"
